Categoria,Tipo,Critério-B,Nº Cat,Categoria-Tipo,Ref #,Categoria-Conceito,Categoria-Exemplos,Categoria-Descrição,Tipo-Conceito,Tipo-Exemplos,Tipo-Descrição,Critério-B-Conceito,Pergunta,1 - Sem barreiras,5 - Com barreiras impeditivas
Preparação e Entrega,Preencher,Autonomia,1,Pre - Preencher,2,"Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.","ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.","Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.","É o comportamento da pessoa usuária de inserir dados específicos, em campos pré-determinados, com o objetivo de registrar ou comunicar informações relevantes para solicitar o serviço fim.",ex: preencher um formulário para informar as atividades profissionais realizadas em determinado mês.,"É o comportamento da pessoa usuária de inserir dados específicos, em campos pré-determinados, com o objetivo de registrar ou comunicar informações relevantes para solicitar o serviço fim.ex: preencher um formulário para informar as atividades profissionais realizadas em determinado mês.","Refere-se à apresentação de interfaces que 'fazem sentido' para o usuário, proporcionando uma experiência mais fluida e satisfatória.",O formulário ou campo para preenchimento é fácil de encontrar e acessar?,Muito fácil de encontrar. Pessoas usuárias quase nunca ou nunca entram em contato com o suporte pedindo ajuda sobre como encontrá-lo.,Muito difícil de encontrar (ex. o hiperlink ou botão para acessá-lo é pequeno e está escondido dentro de texto em massa). Pessoas usuárias frequentemente entram em contato com o suporte pedindo ajuda sobre como encontrar o formulário.
Preparação e Entrega,Preencher,Eficiência,1,Pre - Preencher,3,"Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.","ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.","Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.","É o comportamento da pessoa usuária de inserir dados específicos, em campos pré-determinados, com o objetivo de registrar ou comunicar informações relevantes para solicitar o serviço fim.",ex: preencher um formulário para informar as atividades profissionais realizadas em determinado mês.,"É o comportamento da pessoa usuária de inserir dados específicos, em campos pré-determinados, com o objetivo de registrar ou comunicar informações relevantes para solicitar o serviço fim.ex: preencher um formulário para informar as atividades profissionais realizadas em determinado mês.","Refere-se a realização de tarefas de forma rápida, precisa e de forma a prever e minimizar de erros.",Todas as perguntas no formulário são necessárias?,Todas as perguntas são relevantes e não solicitam informações excessivas. As informações são solicitadas apenas se não puderem ser razoavelmente coletadas de outras fontes (ex. de instituições parceiras). Não há perguntas duplicadas.,Mais de 10% das perguntas são irrelevantes ou solicitam informações excessivas. A maioria ou todas as informações poderiam ter sido coletadas de outras fontes.
Preparação e Entrega,Preencher,Confiança,1,Pre - Preencher,4,"Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.","ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.","Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.","É o comportamento da pessoa usuária de inserir dados específicos, em campos pré-determinados, com o objetivo de registrar ou comunicar informações relevantes para solicitar o serviço fim.",ex: preencher um formulário para informar as atividades profissionais realizadas em determinado mês.,"É o comportamento da pessoa usuária de inserir dados específicos, em campos pré-determinados, com o objetivo de registrar ou comunicar informações relevantes para solicitar o serviço fim.ex: preencher um formulário para informar as atividades profissionais realizadas em determinado mês.","Refere-se à relação de credibilidade estabelecida entre a instituição pública e o cidadão, sustentada pela transparência nas ações e pela disponibilização de informações precisas e oportunas. É o sentimento de que a outra parte agirá de forma justa, honesta e confiável.",Os próximos passos estão claros?,A pessoa usuária recebe informações que explicam claramente os próximos passos no processo e o que pode ser feito.,Nenhuma informação é fornecida sobre os próximos passos no processo.
Preparação e Entrega,Preencher,Autonomia,1,Pre - Preencher,5,"Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.","ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.","Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.","É o comportamento da pessoa usuária de inserir dados específicos, em campos pré-determinados, com o objetivo de registrar ou comunicar informações relevantes para solicitar o serviço fim.",ex: preencher um formulário para informar as atividades profissionais realizadas em determinado mês.,"É o comportamento da pessoa usuária de inserir dados específicos, em campos pré-determinados, com o objetivo de registrar ou comunicar informações relevantes para solicitar o serviço fim.ex: preencher um formulário para informar as atividades profissionais realizadas em determinado mês.","Refere-se à apresentação de interfaces que 'fazem sentido' para o usuário, proporcionando uma experiência mais fluida e satisfatória.","O formulário ou campo para preenchimento é acessível e intuitivo para todas as pessoas usuárias, independentemente do formato escolhido?","O formulário está disponível para preenchimento online e em outros formatos (ex. PDF e físico/impresso). É otimizado para funcionar bem em todos os formatos disponíveis.Se houver variações do formulário (ex. um para indivíduos e outro para empresas), elas são rotuladas e descritas claramente para que os usuários possam identificar rapidamente qual versão precisam preencher.","O formulário não está disponível para preenchimento online. Apenas formatos PDF e/ou físicos/impressos estão disponíveis.Se houver variações do formulário, elas não estão rotuladas ou descritas. A pessoa usuária não tem certeza de qual precisam preencher. Muitas pessoas preenchem o formulário errado."
Preparação e Entrega,Preencher,Conteúdo,1,Pre - Preencher,6,"Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.","ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.","Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.","É o comportamento da pessoa usuária de inserir dados específicos, em campos pré-determinados, com o objetivo de registrar ou comunicar informações relevantes para solicitar o serviço fim.",ex: preencher um formulário para informar as atividades profissionais realizadas em determinado mês.,"É o comportamento da pessoa usuária de inserir dados específicos, em campos pré-determinados, com o objetivo de registrar ou comunicar informações relevantes para solicitar o serviço fim.ex: preencher um formulário para informar as atividades profissionais realizadas em determinado mês.","Refere-se às informações que a pessoa usuária encontra no site ou aplicativo do serviço, desde textos e imagens até dados e funcionalidades. Um bom conteúdo é relevante, preciso, atualizado e organizado de forma lógica, facilitando a busca e a compreensão das informações.",O formulário fornece instruções para ajudar a pessoa usuária a entender e responder às perguntas?,O formulário fornece orientação clara para todas as perguntas. A orientação sempre é posicionada diretamente abaixo ou ao lado da pergunta relevante para que a pessoa usuária possa consultá-la rapidamente ao preencher o formulário.,"O formulário não fornece orientação para perguntas, ou a orientação é pouco clara e confusa."
Preparação e Entrega,Preencher,Autonomia,1,Pre - Preencher,7,"Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.","ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.","Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.","É o comportamento da pessoa usuária de inserir dados específicos, em campos pré-determinados, com o objetivo de registrar ou comunicar informações relevantes para solicitar o serviço fim.",ex: preencher um formulário para informar as atividades profissionais realizadas em determinado mês.,"É o comportamento da pessoa usuária de inserir dados específicos, em campos pré-determinados, com o objetivo de registrar ou comunicar informações relevantes para solicitar o serviço fim.ex: preencher um formulário para informar as atividades profissionais realizadas em determinado mês.","Refere-se à apresentação de interfaces que 'fazem sentido' para o usuário, proporcionando uma experiência mais fluida e satisfatória.",A pessoa usuária pode acompanhar seu progresso facilmente?,"Há claras pistas, na interface, indicando o quanto a pessoa usuária já progrediu no preenchimento do formulário e quanto falta para finalizá-lo, como barras de progresso ou rótulos de página (ex. ""Página 1 de 6"")","Não há barra de progresso nem rótulos de página (ex. ""Página 1 de 6"") para ajudar a pessoa usuária a entender quanto do formulário já foi completado e quanto falta."
Preparação e Entrega,Preencher,Autonomia,1,Pre - Preencher,8,"Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.","ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.","Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.","É o comportamento da pessoa usuária de inserir dados específicos, em campos pré-determinados, com o objetivo de registrar ou comunicar informações relevantes para solicitar o serviço fim.",ex: preencher um formulário para informar as atividades profissionais realizadas em determinado mês.,"É o comportamento da pessoa usuária de inserir dados específicos, em campos pré-determinados, com o objetivo de registrar ou comunicar informações relevantes para solicitar o serviço fim.ex: preencher um formulário para informar as atividades profissionais realizadas em determinado mês.","Refere-se à apresentação de interfaces que 'fazem sentido' para o usuário, proporcionando uma experiência mais fluida e satisfatória.",A pessoa usuária pode salvar seu progresso?,"A pessoa usuária pode facilmente salvar seu progresso no formulário, fechá-lo e depois terminá-lo mais tarde.","A pessoa usuária não pode salvar seu progresso. Se sair do formulário por muito tempo, ele expira e é redefinido, obrigando-a a começar novamente."
Preparação e Entrega,Preencher,Eficiência,1,Pre - Preencher,9,"Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.","ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.","Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.","É o comportamento da pessoa usuária de inserir dados específicos, em campos pré-determinados, com o objetivo de registrar ou comunicar informações relevantes para solicitar o serviço fim.",ex: preencher um formulário para informar as atividades profissionais realizadas em determinado mês.,"É o comportamento da pessoa usuária de inserir dados específicos, em campos pré-determinados, com o objetivo de registrar ou comunicar informações relevantes para solicitar o serviço fim.ex: preencher um formulário para informar as atividades profissionais realizadas em determinado mês.","Refere-se a realização de tarefas de forma rápida, precisa e de forma a prever e minimizar de erros.",O formulário utiliza recursos digitais para ajudar a pessoa usuária a completá-lo rapidamente e prevenir erros?,"Sempre que possível, as respostas são pré-preenchidas, usando dados disponíveis. As pessoas usuárias podem editar as respostas preenchidas. Sempre que possível, o formulário auto-valida respostas (ex. verificando o formato de endereços de e-mail e números de telefone) e exibe mensagens de erro claras, se for o caso. Recursos como botões, caixas e campos de seleção são utilizados para prevenir erros de forma eficaz.","O formulário não está disponível online, portanto, não possui recursos digitais como pré-preenchimento. O formulário pode auto-validar algumas respostas, mas não exibe mensagens de erro. Não são utilizados botões de rádio, caixas de seleção e campos de seleção suspensa, e as pessoa usuária deve digitar todas as respostas."
Preparação e Entrega,Preencher,Design,1,Pre - Preencher,10,"Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.","ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.","Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.","É o comportamento da pessoa usuária de inserir dados específicos, em campos pré-determinados, com o objetivo de registrar ou comunicar informações relevantes para solicitar o serviço fim.",ex: preencher um formulário para informar as atividades profissionais realizadas em determinado mês.,"É o comportamento da pessoa usuária de inserir dados específicos, em campos pré-determinados, com o objetivo de registrar ou comunicar informações relevantes para solicitar o serviço fim.ex: preencher um formulário para informar as atividades profissionais realizadas em determinado mês.","Refere-se à estética visual, incluindo a escolha de cores, fontes, layout e elementos gráficos.","Há recursos visuais (ícones, negritos, etc) para ajudar a pessoa usuária a identificar e entender informações-chave?","A coloração e o negrito das palavras facilitam a identificação e compreensão rápida das informações chave.Ícones/imagens claros e envolventes são usados para ajudar a pessoa usuária a encontrar e entender informações-chave rapidamente (ex. ícones relevantes combinados com texto ou estatísticas, um processo visualizado como um infográfico passo-a-passo).","Não há uso de coloração nem negrito, dificultando a identificação das informações chave pela pessoa usuária.Não há ícones ou imagens no texto, tornando-o pouco envolvente e difícil para a pessoa usuária encontrar e entender rapidamente informações-chave."
Preparação e Entrega,Preencher,Apoio proativo,1,Pre - Preencher,11,"Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.","ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.","Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.","É o comportamento da pessoa usuária de inserir dados específicos, em campos pré-determinados, com o objetivo de registrar ou comunicar informações relevantes para solicitar o serviço fim.",ex: preencher um formulário para informar as atividades profissionais realizadas em determinado mês.,"É o comportamento da pessoa usuária de inserir dados específicos, em campos pré-determinados, com o objetivo de registrar ou comunicar informações relevantes para solicitar o serviço fim.ex: preencher um formulário para informar as atividades profissionais realizadas em determinado mês.",Refere-se a iniciativa de prever e solucionar problemas antes mesmo que os usuários os identifiquem.,"A pessoa usuária recebe orientações, lista de verificação ou ferramenta interativa para ajudá-lo(a) a reunir as informações necessárias?","O site ou aplicativo fornece uma lista muito clara das informações exigidas, além de uma lista de verificação ou ferramenta interativa personalizada que guia a pessoa usuária passo-a-passo na coleta das informações necessárias.",A pessoa usuária não é informada sobre quais documentos e informações são necessários para completar o formulário.
Preparação e Entrega,Organizar e anexar,Apoio proativo,2,Pre - Organizar e anexar,1,"Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.","ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.","Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.","É o comportamento da pessoa usuária de coletar, organizar e transferir para o site ou aplicativo informações e arquivos digitais para um determinado fim.","ex: reunir todos os documentos necessários para comprovar o desenvolvimento de um projeto (planilhas, cronogramas, relatórios).","É o comportamento da pessoa usuária de coletar, organizar e transferir para o site ou aplicativo informações e arquivos digitais para um determinado fim. ex: reunir todos os documentos necessários para comprovar o desenvolvimento de um projeto (planilhas, cronogramas, relatórios).",Refere-se a iniciativa de prever e solucionar problemas antes mesmo que os usuários os identifiquem.,"A pessoa usuária recebe informações, lista de verificação ou ferramenta interativa para ajudá-lo (a) a reunir documentos?","O site ou aplicativo fornece uma lista muito clara dos documentos exigidos, além de uma lista de verificação ou ferramenta interativa personalizada que guia a pessoa usuária passo-a-passo na coleta de documentos.",A pessoa usuária não é informados sobre quais documentos e informações são necessários para completar o formulário.
Preparação e Entrega,Organizar e anexar,Flexibilidade,2,Pre - Organizar e anexar,2,"Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.","ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.","Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.","É o comportamento da pessoa usuária de coletar, organizar e transferir para o site ou aplicativo informações e arquivos digitais para um determinado fim.","ex: reunir todos os documentos necessários para comprovar o desenvolvimento de um projeto (planilhas, cronogramas, relatórios).","É o comportamento da pessoa usuária de coletar, organizar e transferir para o site ou aplicativo informações e arquivos digitais para um determinado fim. ex: reunir todos os documentos necessários para comprovar o desenvolvimento de um projeto (planilhas, cronogramas, relatórios).",Refere-se à capacidade de um site ou aplicativo se adaptar às diferentes necessidades e preferências das pessoas usuárias.,A pessoa usuária pode verificar as informações de diferentes maneiras e fornecer arquivos em diferentes formatos?,"Quando a pessoa usuária precisa fornecer documentos para verificar informações, várias opções são ofertadas para isso e nos formatos de arquivo mais comuns. Todas as opções são listadas claramente.","Quando a pessoa usuária precisa fornecer documentos para verificar informações, oferta-se apenas 1 ou até 2 opções, e não é possível apresentar documentos em diferentes formatos de arquivo."
Preparação e Entrega,Organizar e anexar,Conteúdo,2,Pre - Organizar e anexar,3,"Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.","ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.","Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.","É o comportamento da pessoa usuária de coletar, organizar e transferir para o site ou aplicativo informações e arquivos digitais para um determinado fim.","ex: reunir todos os documentos necessários para comprovar o desenvolvimento de um projeto (planilhas, cronogramas, relatórios).","É o comportamento da pessoa usuária de coletar, organizar e transferir para o site ou aplicativo informações e arquivos digitais para um determinado fim. ex: reunir todos os documentos necessários para comprovar o desenvolvimento de um projeto (planilhas, cronogramas, relatórios).","Refere-se às informações que a pessoa usuária encontra no site ou aplicativo do serviço, desde textos e imagens até dados e funcionalidades. Um bom conteúdo é relevante, preciso, atualizado e organizado de forma lógica, facilitando a busca e a compreensão das informações.",Existem instruções claras sobre quais documentos são necessários e como fornecê-los?,A pessoa usuária recebe instruções claras sobre quais documentos são necessários e como fornecê-los. As instruções são escritas com sentenças concisas e sem informações desnecessárias.,"A pessoa usuária não recebe nenhuma instrução, ou as instruções não são muito claras. Quais documentos ou tipos de arquivo são válidos não são especificados, nem como a pessoa usuária pode fornecê-los."
Preparação e Entrega,Organizar e anexar,Confiança,2,Pre - Organizar e anexar,4,"Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.","ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.","Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.","É o comportamento da pessoa usuária de coletar, organizar e transferir para o site ou aplicativo informações e arquivos digitais para um determinado fim.","ex: reunir todos os documentos necessários para comprovar o desenvolvimento de um projeto (planilhas, cronogramas, relatórios).","É o comportamento da pessoa usuária de coletar, organizar e transferir para o site ou aplicativo informações e arquivos digitais para um determinado fim. ex: reunir todos os documentos necessários para comprovar o desenvolvimento de um projeto (planilhas, cronogramas, relatórios).","Refere-se à relação de credibilidade estabelecida entre a instituição pública e o cidadão, sustentada pela transparência nas ações e pela disponibilização de informações precisas e oportunas. É o sentimento de que a outra parte agirá de forma justa, honesta e confiável.",É claro por que os documentos são necessários e como eles serão usados?,As instruções incluem uma explicação muito clara sobre por que cada documento é necessário e como ele será usado.,As instruções não incluem uma explicação sobre por que os documentos são necessários ou como serão usados.
Preparação e Entrega,Organizar e anexar,Eficiência,2,Pre - Organizar e anexar,5,"Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.","ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.","Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.","É o comportamento da pessoa usuária de coletar, organizar e transferir para o site ou aplicativo informações e arquivos digitais para um determinado fim.","ex: reunir todos os documentos necessários para comprovar o desenvolvimento de um projeto (planilhas, cronogramas, relatórios).","É o comportamento da pessoa usuária de coletar, organizar e transferir para o site ou aplicativo informações e arquivos digitais para um determinado fim. ex: reunir todos os documentos necessários para comprovar o desenvolvimento de um projeto (planilhas, cronogramas, relatórios).","Refere-se a realização de tarefas de forma rápida, precisa e de forma a prever e minimizar de erros.",As instruções contêm links para informações ou documentos úteis?,As instruções contêm links diretos para páginas da web com informações ou documentos relevantes (ex. a política de privacidade).,"As instruções não contêm nenhum link para informações ou documentos úteis, ou todos os links estão quebrados."
Preparação e Entrega,Organizar e anexar,Eficiência,2,Pre - Organizar e anexar,6,"Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.","ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.","Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.","É o comportamento da pessoa usuária de coletar, organizar e transferir para o site ou aplicativo informações e arquivos digitais para um determinado fim.","ex: reunir todos os documentos necessários para comprovar o desenvolvimento de um projeto (planilhas, cronogramas, relatórios).","É o comportamento da pessoa usuária de coletar, organizar e transferir para o site ou aplicativo informações e arquivos digitais para um determinado fim. ex: reunir todos os documentos necessários para comprovar o desenvolvimento de um projeto (planilhas, cronogramas, relatórios).","Refere-se a realização de tarefas de forma rápida, precisa e de forma a prever e minimizar de erros.",Os documentos são validados automaticamente?,"Quando possível, todos os documentos são validados automaticamente e imediatamente. A pessoa usuária é claramente informada sobre todos os possíveis problemas no momento da submissão dos documentos.","Todos os documentos são revisados e validados manualmente pela equipe responsável pelo serviço, e o processo é lento. A pessoa usuária não é informada sobre eventuais problemas ou é informada após um atraso significativo."
Preparação e Entrega,Organizar e anexar,Eficiência,2,Pre - Organizar e anexar,7,"Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.","ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.","Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.","É o comportamento da pessoa usuária de coletar, organizar e transferir para o site ou aplicativo informações e arquivos digitais para um determinado fim.","ex: reunir todos os documentos necessários para comprovar o desenvolvimento de um projeto (planilhas, cronogramas, relatórios).","É o comportamento da pessoa usuária de coletar, organizar e transferir para o site ou aplicativo informações e arquivos digitais para um determinado fim. ex: reunir todos os documentos necessários para comprovar o desenvolvimento de um projeto (planilhas, cronogramas, relatórios).","Refere-se a realização de tarefas de forma rápida, precisa e de forma a prever e minimizar de erros.",A pessoa usuária recebe uma confirmação de que o documento foi anexado?,A confirmação é praticamente instantânea (leva menos de 1 minuto).,"Não há confirmação, ou ela é muito atrasada (mais de 24 horas)."
Preparação e Entrega,Enviar,Confiança,3,Pre - Enviar,1,"Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.","ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.","Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.",É o comportamento da pessoa usuária de transmitir os dados inseridos no formulário para o serviço.,ex: enviar informações para solicitação de passaporte.,"É o comportamento da pessoa usuária de transmitir os dados inseridos no formulário para o serviço.ex: enviar informações para solicitação de passaporte.","Refere-se à relação de credibilidade estabelecida entre a instituição pública e o cidadão, sustentada pela transparência nas ações e pela disponibilização de informações precisas e oportunas. É o sentimento de que a outra parte agirá de forma justa, honesta e confiável.",Os próximos passos estão claros?,A pessoa usuária recebe informações que explicam claramente os próximos passos no processo e o que pode ser feito.,Nenhuma informação é fornecida sobre os próximos passos no processo.
Preparação e Entrega,Enviar,Eficiência,3,Pre - Enviar,2,"Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.","ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.","Envolve o conjunto de comportamentos necessários para elaborar, preencher, encaminhar informações e manifestar concordância.ex: - preencher informações de cadastro; - solicitar agendamento; - anexar certificados de cursos realizados; - assinar documento;- confirmar leitura ou recebimento de mensagem; - enviar documentos para a chefia imediata.",É o comportamento da pessoa usuária de transmitir os dados inseridos no formulário para o serviço.,ex: enviar informações para solicitação de passaporte.,"É o comportamento da pessoa usuária de transmitir os dados inseridos no formulário para o serviço.ex: enviar informações para solicitação de passaporte.","Refere-se a realização de tarefas de forma rápida, precisa e de forma a prever e minimizar de erros.",A pessoa usuária recebe uma confirmação de que o formulário foi enviado?,A confirmação é praticamente instantânea (leva menos de 1 minuto).,"Não há confirmação, ou ela é muito atrasada (mais de 24 horas)."
